"epsilon","switch_rate","res_time","variable","panel","value","epsilon_fac","exp_res_fac"
0.05,0.026196928635953,38.1724137931035,"ptI","diff",6.10426695113007,"0.05","38.17"
0.1,0.026196928635953,38.1724137931035,"ptI","diff",5.10420028001866,"0.1","38.17"
0.15,0.026196928635953,38.1724137931035,"ptI","diff",4.30414694312954,"0.15","38.17"
0.2,0.026196928635953,38.1724137931035,"ptI","diff",3.30408027201813,"0.2","38.17"
0.25,0.026196928635953,38.1724137931035,"ptI","diff",2.504026935129,"0.25","38.17"
0.3,0.026196928635953,38.1724137931035,"ptI","diff",1.50396026401759,"0.3","38.17"
0.35,0.026196928635953,38.1724137931035,"ptI","diff",0.703906927128472,"0.35","38.17"
0.4,0.026196928635953,38.1724137931035,"ptI","diff",-0.29615974398294,"0.4","38.17"
0.45,0.026196928635953,38.1724137931035,"ptI","diff",-1.29622641509435,"0.45","38.17"
0.5,0.026196928635953,38.1724137931035,"ptI","diff",-2.09627975198347,"0.5","38.17"
0.55,0.026196928635953,38.1724137931035,"ptI","diff",-3.09634642309488,"0.55","38.17"
0.6,0.026196928635953,38.1724137931035,"ptI","diff",-4.09641309420628,"0.6","38.17"
0.65,0.026196928635953,38.1724137931035,"ptI","diff",-5.0964797653177,"0.65","38.17"
0.7,0.026196928635953,38.1724137931035,"ptI","diff",-6.0965464364291,"0.7","38.17"
0.75,0.026196928635953,38.1724137931035,"ptI","diff",-7.09661310754051,"0.75","38.17"
0.8,0.026196928635953,38.1724137931035,"ptI","diff",-8.09667977865192,"0.8","38.17"
0.85,0.026196928635953,38.1724137931035,"ptI","diff",-9.09674644976332,"0.85","38.17"
0.9,0.026196928635953,38.1724137931035,"ptI","diff",-10.296826455097,"0.9","38.17"
0.95,0.026196928635953,38.1724137931035,"ptI","diff",-11.696919794653,"0.95","38.17"
1,0.026196928635953,38.1724137931035,"ptI","diff",-13.097013134209,"1","38.17"
0,0.0250865051903114,39.8620689655172,"ptI","diff",6.70430695379692,"0","39.86"
0.05,0.0250865051903114,39.8620689655172,"ptI","diff",5.7042402826855,"0.05","39.86"
0.1,0.0250865051903114,39.8620689655172,"ptI","diff",4.90418694579638,"0.1","39.86"
0.15,0.0250865051903114,39.8620689655172,"ptI","diff",3.90412027468497,"0.15","39.86"
0.2,0.0250865051903114,39.8620689655172,"ptI","diff",3.10406693779585,"0.2","39.86"
0.25,0.0250865051903114,39.8620689655172,"ptI","diff",2.10400026668444,"0.25","39.86"
0.3,0.0250865051903114,39.8620689655172,"ptI","diff",1.30394692979532,"0.3","39.86"
0.35,0.0250865051903114,39.8620689655172,"ptI","diff",0.303880258683904,"0.35","39.86"
0.4,0.0250865051903114,39.8620689655172,"ptI","diff",-0.496173078205217,"0.4","39.86"
0.45,0.0250865051903114,39.8620689655172,"ptI","diff",-1.49623974931663,"0.45","39.86"
0.5,0.0250865051903114,39.8620689655172,"ptI","diff",-2.49630642042803,"0.5","39.86"
0.55,0.0250865051903114,39.8620689655172,"ptI","diff",-3.29635975731716,"0.55","39.86"
0.6,0.0250865051903114,39.8620689655172,"ptI","diff",-4.29642642842857,"0.6","39.86"
0.65,0.0250865051903114,39.8620689655172,"ptI","diff",-5.29649309953997,"0.65","39.86"
0.7,0.0250865051903114,39.8620689655172,"ptI","diff",-6.29655977065138,"0.7","39.86"
